date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:03:18	97184/97184	---M--	200	added ('OK')	application/javascript	etag:%2217ba0-5337cfef53f80%22	http://demo.acmethemes.com/construction-field-pro/wp-includes/js/jquery/jquery.js?ver=1.12.4	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-includes/js/jquery/jqueryb8ff.js	(from http://demo.acmethemes.com/construction-field-pro/)
00:03:19	45008/45008	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:03:19%20GMT	http://demo.acmethemes.com/construction-field-pro/contact/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/contact/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:03:20	75485/75485	---MC-	200	added ('OK')	application/json	date:Thu,%2010%20Jan%202019%2017:03:07%20GMT	http://demo.acmethemes.com/construction-field-pro/wp-json/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-json/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:03:21	51142/51142	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:03:20%20GMT	http://demo.acmethemes.com/construction-field-pro/blog/2018/04/24/hello-world/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/blog/2018/04/24/hello-world/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:03:38	155021/155021	---M--	200	added ('OK')	image/jpeg	etag:%2225d8d-56ad841595217%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/construction-worker-569126_1920.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/construction-worker-569126_1920.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:03:40	61764/61764	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:03:39%20GMT	http://demo.acmethemes.com/construction-field-pro/services/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/services/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:03:42	54103/54103	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:03:41%20GMT	http://demo.acmethemes.com/construction-field-pro/our-project/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/our-project/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:04:05	71100/71100	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:04:05%20GMT	http://demo.acmethemes.com/construction-field-pro/blog/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/blog/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:04:06	47077/47077	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:04:05%20GMT	http://demo.acmethemes.com/construction-field-pro/apartment-house/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/apartment-house/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:04:06	52799/52799	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:04:06%20GMT	http://demo.acmethemes.com/construction-field-pro/architectural-design/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/architectural-design/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:04:08	57086/57086	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:04:08%20GMT	http://demo.acmethemes.com/construction-field-pro/big-bugets-for-startup/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/big-bugets-for-startup/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:04:39	203001/203001	---M--	200	added ('OK')	image/jpeg	etag:%22318f9-56a94b3129707%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/glass-items-3339972_1920-1024x683.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/glass-items-3339972_1920-1024x683.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:04:40	43117/43117	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:04:39%20GMT	http://demo.acmethemes.com/construction-field-pro/civil-works/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/civil-works/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:05:01	129639/129639	---M--	200	added ('OK')	image/jpeg	etag:%221fa67-56a9422ffd4ea%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/construction-site-3124294_1920-1-1024x683.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/construction-site-3124294_1920-1-1024x683.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:05:02	43127/43127	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:05:02%20GMT	http://demo.acmethemes.com/construction-field-pro/electrical-systems/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/electrical-systems/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:05:46	46582/46582	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:05:45%20GMT	http://demo.acmethemes.com/construction-field-pro/general-contracting/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/general-contracting/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:06:08	134394/134394	---M--	200	added ('OK')	image/jpeg	etag:%2220cfa-56a94ca7d5acf%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/park-2693078_1920-1024x683.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/park-2693078_1920-1024x683.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:06:16	962798/962798	---M--	200	added ('OK')	image/jpeg	etag:%22eb0ee-56a94b30bfb9e%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/glass-items-3339972_1920.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/glass-items-3339972_1920.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:06:31	127290/127290	---M--	200	added ('OK')	image/jpeg	etag:%221f13a-56a94c7dd43b0%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/construction-1024x683.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/construction-1024x683.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:06:53	132939/132939	---M--	200	added ('OK')	image/jpeg	etag:%222074b-56a94b8a2d939%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/scaffold-3328434_1920-1024x682.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/scaffold-3328434_1920-1024x682.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:06:59	56791/56791	---M--	200	added ('OK')	image/jpeg	etag:%22ddd7-56a94a8ddda26%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/light-house-1024x683.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/light-house-1024x683.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:07:19	117739/117739	---M--	200	added ('OK')	image/jpeg	etag:%221cbeb-56a941f7d58b0%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/architecture-3338007_1920-1024x683.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/architecture-3338007_1920-1024x683.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:07:23	471247/471247	---M--	200	added ('OK')	image/jpeg	etag:%22730cf-56a94c7d6bfb7%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/construction.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/construction.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:07:30	64605/64605	---M--	200	added ('OK')	image/jpeg	etag:%22fc5d-56a941fa89ed6%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/final-team-6.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/final-team-6.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:07:33	56615/56615	---M--	200	added ('OK')	image/jpeg	etag:%22dd27-56a941fa24da5%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/final-team-5.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/final-team-5.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:07:39	51519/51519	---M--	200	added ('OK')	image/jpeg	etag:%22c93f-56a941f95f193%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/final-team-4.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/final-team-4.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:07:44	67616/67616	---M--	200	added ('OK')	image/jpeg	etag:%2210820-56a941fb3a328%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/final-team-7.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/final-team-7.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:07:46	7073/7073	---M--	200	added ('OK')	image/jpeg	etag:%221ba1-56a95512f9a46%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/final-team-8-150x150.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/final-team-8-150x150.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:07:48	7935/7935	---M--	200	added ('OK')	image/jpeg	etag:%221eff-56a955128dbb5%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/final-team-2-150x150.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/final-team-2-150x150.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:07:48	44879/44879	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:07:48%20GMT	http://demo.acmethemes.com/construction-field-pro/jhon-doe/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/jhon-doe/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:07:51	73919/73919	---M--	200	added ('OK')	image/jpeg	etag:%22120bf-56a954bb64b01%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/construction-1895879_1920.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/construction-1895879_1920.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:07:52	44907/44907	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:07:52%20GMT	http://demo.acmethemes.com/construction-field-pro/laurel-lance/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/laurel-lance/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:08:06	692449/692449	---M--	200	added ('OK')	image/jpeg	etag:%22a90e1-56a94b89c7480%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/scaffold-3328434_1920.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/scaffold-3328434_1920.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:08:07	45084/45084	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:08:07%20GMT	http://demo.acmethemes.com/construction-field-pro/why-you-join/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/why-you-join/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:08:17	150887/150887	---M--	200	added ('OK')	image/jpeg	etag:%2224d67-56a95b36f17a9%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/manhattan-bridge-3337953_1920-1024x683.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/manhattan-bridge-3337953_1920-1024x683.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:08:21	46448/46448	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:08:21%20GMT	http://demo.acmethemes.com/construction-field-pro/give-back-to-community/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/give-back-to-community/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:08:28	604556/604556	---M--	200	added ('OK')	image/jpeg	etag:%229398c-56a941f77171f%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/architecture-3338007_1920.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/architecture-3338007_1920.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:08:30	45123/45123	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:08:29%20GMT	http://demo.acmethemes.com/construction-field-pro/meet-professionals/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/meet-professionals/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:08:48	166985/166985	---M--	200	added ('OK')	image/jpeg	etag:%2228c49-56a95b0aa3692%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/road-3341140_1920-1024x683.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/road-3341140_1920-1024x683.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:05	368037/368037	---M--	200	added ('OK')	image/jpeg	etag:%2259da5-56a95b0a3b299%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/road-3341140_1920.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/road-3341140_1920.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:14	153872/153872	---M--	200	added ('OK')	image/jpeg	etag:%2225910-56a959ea8d7a1%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/tunnel-1024x683.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/tunnel-1024x683.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:25	347479/347479	---M--	200	added ('OK')	image/jpeg	etag:%2254d57-56a959ea1da90%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/tunnel.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/tunnel.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:26	123523/123523	---M--	200	added ('OK')	image/jpeg	etag:%221e283-56a95c21bb949%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/construction-site-build-construction-work-159306-1024x683.jpeg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/construction-site-build-construction-work-159306-1024x683.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:26	71556/71556	---M--	200	added ('OK')	image/jpeg	etag:%2211784-56a95c172abd6%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/pexels-photo-960761-1024x683.jpeg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/pexels-photo-960761-1024x683.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:27	6692/6692	---M--	200	added ('OK')	image/png	etag:%221a24-56a9717a802df%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/logo1.png	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/logo1.png	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:28	5164/5164	---M--	200	added ('OK')	image/png	etag:%22142c-56a9717bf5b73%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/logo2.png	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/logo2.png	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:29	4998/4998	---M--	200	added ('OK')	image/png	etag:%221386-56a9717c53b5b%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/logo3.png	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/logo3.png	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:29	4779/4779	---M--	200	added ('OK')	image/png	etag:%2212ab-56a9717d208b5%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/logo5.png	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/logo5.png	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:30	5012/5012	---M--	200	added ('OK')	image/png	etag:%221394-56a9717cbb39c%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/logo4.png	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/logo4.png	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:31	53689/53689	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:09:30%20GMT	http://demo.acmethemes.com/construction-field-pro/blog/category/blog/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/blog/category/blog/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:31	46911/46911	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:09:31%20GMT	http://demo.acmethemes.com/construction-field-pro/blog/category/bridge/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/blog/category/bridge/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:33	14440/14440	---M--	200	added ('OK')	application/javascript	etag:%223868-57d7e45c632d2%22	http://demo.acmethemes.com/construction-field-pro/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.1	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/plugins/contact-form-7/includes/js/scripts3c21.js	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:33	56633/56633	---M--	200	added ('OK')	image/jpeg	etag:%22dd39-56a95c1068c15%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/pexels-photo-914931-1024x683.jpeg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/pexels-photo-914931-1024x683.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:34	52402/52402	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:09:33%20GMT	http://demo.acmethemes.com/construction-field-pro/blog/category/building/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/blog/category/building/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:34	911/911	---M--	200	added ('OK')	application/javascript	etag:%2238f-56a96dc1bc780%22	http://demo.acmethemes.com/construction-field-pro/wp-content/themes/construction-field-pro/acmethemes/core/js/skip-link-focus-fix.js?ver=20130115	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/themes/construction-field-pro/acmethemes/core/js/skip-link-focus-fix08e0.js	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:34	46883/46883	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:09:34%20GMT	http://demo.acmethemes.com/construction-field-pro/blog/category/road/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/blog/category/road/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:35	46771/46771	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:09:35%20GMT	http://demo.acmethemes.com/construction-field-pro/blog/category/tunnel/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/blog/category/tunnel/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:36	45969/45969	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:09:35%20GMT	http://demo.acmethemes.com/construction-field-pro/blog/category/uncategorized/	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/blog/category/uncategorized/index.html	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:37	8427/8427	---M--	200	added ('OK')	application/javascript	etag:%2220eb-56a96dc1bc780%22	http://demo.acmethemes.com/construction-field-pro/wp-content/themes/construction-field-pro/assets/library/wow/js/wow.min.js?ver=1.1.2	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/themes/construction-field-pro/assets/library/wow/js/wow.mincfa9.js	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:38	703606/703606	---M--	200	added ('OK')	image/jpeg	etag:%22abc76-56a95b368c290%22	http://demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/manhattan-bridge-3337953_1920.jpg	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/uploads/2018/04/manhattan-bridge-3337953_1920.jpg	(from http://demo.acmethemes.com/construction-field-pro/)
00:09:39	42636/42636	---M--	200	added ('OK')	application/javascript	etag:%22a68c-56a96dc1bc780%22	http://demo.acmethemes.com/construction-field-pro/wp-content/themes/construction-field-pro/assets/library/slick/slick.min.js?ver=1.1.2	D:/construction-field-pro/demo.acmethemes.com/construction-field-pro/wp-content/themes/construction-field-pro/assets/library/slick/slick.mincfa9.js	(from http://demo.acmethemes.com/construction-field-pro/)
